date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:01:19	3045/3045	---M--	200	added ('OK')	text/css	date:Mon,%2013%20Mar%202023%2008:20:17%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-2846.css?ver=1678695617	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-284611f3.css	(from http://wpdemo.archiwp.com/engitech/home-3/)
11:01:22	155368/155368	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Mar%202020%2007:04:21%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2020/01/member3.jpg	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2020/01/member3.jpg	(from http://wpdemo.archiwp.com/engitech/home-3/)
11:01:30	2397/2397	---MC-	200	added ('OK')	application/json	date:Tue,%2016%20May%202023%2011:01:28%20GMT	http://wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwpdemo.archiwp.com%2Fengitech%2Fhome-4%2F	D:/web/wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed24ba.json	(from http://wpdemo.archiwp.com/engitech/home-4/)
11:01:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20May%202023%2011:01:32%20GMT	http://wpdemo.archiwp.com/engitech/?p=2544	D:/web/wpdemo.archiwp.com/engitech/index16e3.html	(from http://wpdemo.archiwp.com/engitech/home-4/)
11:01:33	2463/2463	---MC-	200	added ('OK')	text/xml	date:Tue,%2016%20May%202023%2011:01:33%20GMT	http://wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwpdemo.archiwp.com%2Fengitech%2Fhome-4%2F&format=xml	D:/web/wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed1964	(from http://wpdemo.archiwp.com/engitech/home-4/)
11:01:40	84881/84881	---MC-	200	added ('OK')	application/json	date:Tue,%2016%20May%202023%2011:01:26%20GMT	http://wpdemo.archiwp.com/engitech/wp-json/wp/v2/pages/2544	D:/web/wpdemo.archiwp.com/engitech/wp-json/wp/v2/pages/2544.json	(from http://wpdemo.archiwp.com/engitech/home-4/)
11:01:47	1069225/1069225	UR-MC-	200	added ('OK')	application/json	date:Tue,%2016%20May%202023%2010:58:58%20GMT	http://wpdemo.archiwp.com/engitech/wp-json/	D:/web/wpdemo.archiwp.com/engitech/wp-json/index.html	(from http://wpdemo.archiwp.com/engitech/)
11:01:51	238060/238060	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2007:32:14%20GMT	http://wpdemo.archiwp.com/engitech/category/design/	D:/web/wpdemo.archiwp.com/engitech/category/design/index.html	(from http://wpdemo.archiwp.com/engitech/home-4/)
11:01:53	116720/116720	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Mar%202020%2007:37:58%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2020/03/image1-home4.png	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2020/03/image1-home4.png	(from http://wpdemo.archiwp.com/engitech/home-4/)
11:01:53	70819/70819	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Mar%202020%2007:06:38%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2019/11/blog1-601x520.jpg	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2019/11/blog1-601x520.jpg	(from http://wpdemo.archiwp.com/engitech/home-4/)
11:01:57	30290/30290	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Mar%202020%2008:11:04%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2019/11/blog4-601x520.jpg	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2019/11/blog4-601x520.jpg	(from http://wpdemo.archiwp.com/engitech/home-4/)
11:01:58	243274/243274	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2004:55:01%20GMT	http://wpdemo.archiwp.com/engitech/category/development/	D:/web/wpdemo.archiwp.com/engitech/category/development/index.html	(from http://wpdemo.archiwp.com/engitech/home-4/)
11:01:59	33124/33124	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Mar%202020%2008:09:49%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2019/09/blog3-601x520.jpg	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2019/09/blog3-601x520.jpg	(from http://wpdemo.archiwp.com/engitech/home-4/)
11:01:59	3657/3657	---M--	200	added ('OK')	image/png	etag:%22bdab8aeaf64548667c84f2b03b476ac2%22	https://engitech.s3.amazonaws.com/images/logo-light.png	D:/web/engitech.s3.amazonaws.com/images/logo-light.png	(from http://wpdemo.archiwp.com/engitech/home-4/)
11:02:12	244052/244052	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2010:03:13%20GMT	http://wpdemo.archiwp.com/engitech/author/admin/	D:/web/wpdemo.archiwp.com/engitech/author/admin/index.html	(from http://wpdemo.archiwp.com/engitech/home-4/)
11:02:13	237876/237876	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2009:31:00%20GMT	http://wpdemo.archiwp.com/engitech/building-data-analytics-software/	D:/web/wpdemo.archiwp.com/engitech/building-data-analytics-software/index.html	(from http://wpdemo.archiwp.com/engitech/home-4/)
11:02:14	7790/7790	---M--	200	added ('OK')	text/css	date:Mon,%2013%20Mar%202023%2008:20:27%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-1334.css?ver=1678695627	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-1334971e.css	(from http://wpdemo.archiwp.com/engitech/home-4/)
11:02:15	238005/238005	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20May%202023%2007:32:12%20GMT	http://wpdemo.archiwp.com/engitech/you-have-a-great-business-idea-2/	D:/web/wpdemo.archiwp.com/engitech/you-have-a-great-business-idea-2/index.html	(from http://wpdemo.archiwp.com/engitech/home-4/)
11:02:21	40769/40769	---M--	200	added ('OK')	text/css	date:Mon,%2013%20Mar%202023%2008:35:26%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-2588.css?ver=1678696526	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-25888bf6.css	(from http://wpdemo.archiwp.com/engitech/home-5/)
11:02:24	2397/2397	---MC-	200	added ('OK')	application/json	date:Tue,%2016%20May%202023%2011:02:23%20GMT	http://wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwpdemo.archiwp.com%2Fengitech%2Fhome-5%2F	D:/web/wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed8707.json	(from http://wpdemo.archiwp.com/engitech/home-5/)
11:02:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20May%202023%2011:02:25%20GMT	http://wpdemo.archiwp.com/engitech/?p=2588	D:/web/wpdemo.archiwp.com/engitech/index02bb.html	(from http://wpdemo.archiwp.com/engitech/home-5/)
11:02:24	1259406/1259406	---M--	200	added ('OK')	application/javascript	date:Wed,%2012%20Apr%202023%2007:20:08%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/cache/min/4/4a06169d522c8fdd2bc83303bc81f4f0.js	D:/web/wpdemo.archiwp.com/engitech/wp-content/cache/min/4/4a06169d522c8fdd2bc83303bc81f4f0.js	(from http://wpdemo.archiwp.com/engitech/home-2/)
11:02:26	2463/2463	---MC-	200	added ('OK')	text/xml	date:Tue,%2016%20May%202023%2011:02:25%20GMT	http://wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwpdemo.archiwp.com%2Fengitech%2Fhome-5%2F&format=xml	D:/web/wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed42a9	(from http://wpdemo.archiwp.com/engitech/home-5/)
11:02:32	73941/73941	---MC-	200	added ('OK')	application/json	date:Tue,%2016%20May%202023%2011:02:21%20GMT	http://wpdemo.archiwp.com/engitech/wp-json/wp/v2/pages/2588	D:/web/wpdemo.archiwp.com/engitech/wp-json/wp/v2/pages/2588.json	(from http://wpdemo.archiwp.com/engitech/home-5/)
11:02:36	9304/9304	---M--	200	added ('OK')	text/css	date:Mon,%2013%20Mar%202023%2008:20:14%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-2849.css?ver=1678695614	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-284913d6.css	(from http://wpdemo.archiwp.com/engitech/home-5/)
11:02:45	122780/122780	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Mar%202020%2008:39:38%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2020/03/image-banner-home5.png	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2020/03/image-banner-home5.png	(from http://wpdemo.archiwp.com/engitech/home-5/)
11:02:45	122158/122158	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Mar%202020%2008:39:37%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2020/03/image1-home5.png	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2020/03/image1-home5.png	(from http://wpdemo.archiwp.com/engitech/home-5/)
11:02:46	20432/20432	---M--	200	added ('OK')	text/css	date:Mon,%2008%20May%202023%2003:18:37%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-3038.css?ver=1683515917	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-303810fc.css	(from http://wpdemo.archiwp.com/engitech/home-6/)
11:02:49	2397/2397	---MC-	200	added ('OK')	application/json	date:Tue,%2016%20May%202023%2011:02:48%20GMT	http://wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwpdemo.archiwp.com%2Fengitech%2Fhome-6%2F	D:/web/wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed2cc3.json	(from http://wpdemo.archiwp.com/engitech/home-6/)
11:02:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20May%202023%2011:02:50%20GMT	http://wpdemo.archiwp.com/engitech/?p=3038	D:/web/wpdemo.archiwp.com/engitech/indexe6ee.html	(from http://wpdemo.archiwp.com/engitech/home-6/)
11:02:51	2463/2463	---MC-	200	added ('OK')	text/xml	date:Tue,%2016%20May%202023%2011:02:51%20GMT	http://wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwpdemo.archiwp.com%2Fengitech%2Fhome-6%2F&format=xml	D:/web/wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed6fff	(from http://wpdemo.archiwp.com/engitech/home-6/)
11:02:53	52310/52310	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2006%20Jan%202021%2010:27:42%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/logo.svg	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/logo.svg	(from http://wpdemo.archiwp.com/engitech/home-6/)
11:03:03	86377/86377	---MC-	200	added ('OK')	application/json	date:Tue,%2016%20May%202023%2011:02:47%20GMT	http://wpdemo.archiwp.com/engitech/wp-json/wp/v2/pages/3038	D:/web/wpdemo.archiwp.com/engitech/wp-json/wp/v2/pages/3038.json	(from http://wpdemo.archiwp.com/engitech/home-6/)
11:03:13	122622/122622	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Jan%202021%2009:08:26%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/banner-home6.png	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/banner-home6.png	(from http://wpdemo.archiwp.com/engitech/home-6/)
11:03:14	2222/2222	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Jan%202021%2009:09:31%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/sign-home6.png	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/sign-home6.png	(from http://wpdemo.archiwp.com/engitech/home-6/)
11:03:33	116138/116138	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Jan%202021%2009:09:22%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/image2-home6.png	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/image2-home6.png	(from http://wpdemo.archiwp.com/engitech/home-6/)
11:03:37	218286/218286	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Jan%202021%2009:09:18%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/image1-home6.png	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/image1-home6.png	(from http://wpdemo.archiwp.com/engitech/home-6/)
11:03:43	43195/43195	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2006%20Jan%202021%2009:07:08%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/client1.svg	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/client1.svg	(from http://wpdemo.archiwp.com/engitech/home-6/)
11:03:45	43446/43446	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2006%20Jan%202021%2009:07:10%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/client6.svg	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/client6.svg	(from http://wpdemo.archiwp.com/engitech/home-6/)
11:03:46	47100/47100	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2006%20Jan%202021%2009:07:09%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/client2.svg	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/client2.svg	(from http://wpdemo.archiwp.com/engitech/home-6/)
11:03:48	40027/40027	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2006%20Jan%202021%2009:07:09%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/client5.svg	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/client5.svg	(from http://wpdemo.archiwp.com/engitech/home-6/)
11:03:53	41248/41248	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2006%20Jan%202021%2009:07:09%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/client3.svg	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/client3.svg	(from http://wpdemo.archiwp.com/engitech/home-6/)
11:03:54	8042/8042	---M--	200	added ('OK')	text/css	date:Mon,%2013%20Mar%202023%2008:15:10%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-3112.css?ver=1678695310	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-3112fb92.css	(from http://wpdemo.archiwp.com/engitech/home-6/)
11:03:56	32497/32497	---M--	200	added ('OK')	text/css	date:Mon,%2013%20Mar%202023%2008:35:42%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-3655.css?ver=1678696542	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-36554654.css	(from http://wpdemo.archiwp.com/engitech/home-7/)
11:03:58	2400/2400	---MC-	200	added ('OK')	application/json	date:Tue,%2016%20May%202023%2011:03:57%20GMT	http://wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwpdemo.archiwp.com%2Fengitech%2Fhome-7%2F	D:/web/wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed03d3.json	(from http://wpdemo.archiwp.com/engitech/home-7/)
11:03:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20May%202023%2011:03:59%20GMT	http://wpdemo.archiwp.com/engitech/?p=3655	D:/web/wpdemo.archiwp.com/engitech/index2af3.html	(from http://wpdemo.archiwp.com/engitech/home-7/)
11:04:00	2466/2466	---MC-	200	added ('OK')	text/xml	date:Tue,%2016%20May%202023%2011:04:00%20GMT	http://wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwpdemo.archiwp.com%2Fengitech%2Fhome-7%2F&format=xml	D:/web/wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embedaa54	(from http://wpdemo.archiwp.com/engitech/home-7/)
11:04:10	81326/81326	---MC-	200	added ('OK')	application/json	date:Tue,%2016%20May%202023%2011:03:56%20GMT	http://wpdemo.archiwp.com/engitech/wp-json/wp/v2/pages/3655	D:/web/wpdemo.archiwp.com/engitech/wp-json/wp/v2/pages/3655.json	(from http://wpdemo.archiwp.com/engitech/home-7/)
11:04:15	93642/93642	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Jan%202021%2009:08:30%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/banner-home7.png	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/banner-home7.png	(from http://wpdemo.archiwp.com/engitech/home-7/)
11:04:18	55409/55409	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Jan%202021%2009:09:20%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/image1-home7.png	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/image1-home7.png	(from http://wpdemo.archiwp.com/engitech/home-7/)
11:04:22	14063/14063	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Jan%202021%2009:09:42%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/testi-3.png	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/testi-3.png	(from http://wpdemo.archiwp.com/engitech/home-7/)
11:04:24	15134/15134	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Jan%202021%2009:09:43%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/testi-4.png	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/testi-4.png	(from http://wpdemo.archiwp.com/engitech/home-7/)
11:04:28	16134/16134	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Jan%202021%2009:09:16%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/ggplay.png	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/ggplay.png	(from http://wpdemo.archiwp.com/engitech/home-7/)
11:04:31	18147/18147	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Jan%202021%2009:08:24%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/appstore.png	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/appstore.png	(from http://wpdemo.archiwp.com/engitech/home-7/)
11:04:32	4378/4378	---M--	200	added ('OK')	text/css	date:Mon,%2013%20Mar%202023%2008:18:45%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-3114.css?ver=1678695525	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-311437d5.css	(from http://wpdemo.archiwp.com/engitech/home-7/)
11:04:32	11383/11383	---M--	200	added ('OK')	text/css	date:Mon,%2013%20Mar%202023%2008:21:58%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-3133.css?ver=1678695718	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-3133977e.css	(from http://wpdemo.archiwp.com/engitech/home-7/)
11:04:42	146584/146584	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Jan%202021%2009:09:25%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/image2-home7.png	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/image2-home7.png	(from http://wpdemo.archiwp.com/engitech/home-7/)
11:04:44	37614/37614	---M--	200	added ('OK')	text/css	date:Mon,%2013%20Mar%202023%2008:25:40%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-3657.css?ver=1678695940	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-3657684c.css	(from http://wpdemo.archiwp.com/engitech/home-8/)
11:05:07	119930/119930	---MC-	200	added ('OK')	application/json	date:Tue,%2016%20May%202023%2011:04:45%20GMT	http://wpdemo.archiwp.com/engitech/wp-json/wp/v2/pages/3657	D:/web/wpdemo.archiwp.com/engitech/wp-json/wp/v2/pages/3657.json	(from http://wpdemo.archiwp.com/engitech/home-8/)
11:05:09	2397/2397	---MC-	200	added ('OK')	application/json	date:Tue,%2016%20May%202023%2011:05:08%20GMT	http://wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwpdemo.archiwp.com%2Fengitech%2Fhome-8%2F	D:/web/wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed31bf.json	(from http://wpdemo.archiwp.com/engitech/home-8/)
11:05:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20May%202023%2011:05:10%20GMT	http://wpdemo.archiwp.com/engitech/?p=3657	D:/web/wpdemo.archiwp.com/engitech/index73c0.html	(from http://wpdemo.archiwp.com/engitech/home-8/)
11:05:11	2463/2463	---MC-	200	added ('OK')	text/xml	date:Tue,%2016%20May%202023%2011:05:11%20GMT	http://wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwpdemo.archiwp.com%2Fengitech%2Fhome-8%2F&format=xml	D:/web/wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed1d91	(from http://wpdemo.archiwp.com/engitech/home-8/)
11:05:21	56202/56202	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Jan%202021%2009:08:34%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/banner-home8.png	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/banner-home8.png	(from http://wpdemo.archiwp.com/engitech/home-8/)
11:05:25	1268469/1268469	---M--	200	added ('OK')	application/javascript	date:Wed,%2012%20Apr%202023%2007:24:03%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/cache/min/4/97581792b62fb128562e432324a57926.js	D:/web/wpdemo.archiwp.com/engitech/wp-content/cache/min/4/97581792b62fb128562e432324a57926.js	(from http://wpdemo.archiwp.com/engitech/home-4/)
11:05:36	93623/93623	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Jan%202021%2009:09:32%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/tab1-home8.png	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/tab1-home8.png	(from http://wpdemo.archiwp.com/engitech/home-8/)
11:05:36	37608/37608	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Jan%202021%2009:09:36%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/tab2-home8.png	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/tab2-home8.png	(from http://wpdemo.archiwp.com/engitech/home-8/)
11:05:43	36435/36435	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Jan%202021%2009:09:39%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/tab3-home8.png	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/tab3-home8.png	(from http://wpdemo.archiwp.com/engitech/home-8/)
11:05:45	1266303/1266303	---M--	200	added ('OK')	application/javascript	date:Wed,%2012%20Apr%202023%2007:20:56%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/cache/min/4/7cc5f2b4321574e4a49a39d9b3a58dfa.js	D:/web/wpdemo.archiwp.com/engitech/wp-content/cache/min/4/7cc5f2b4321574e4a49a39d9b3a58dfa.js	(from http://wpdemo.archiwp.com/engitech/home-5/)
11:05:46	8138/8138	---M--	200	added ('OK')	text/css	date:Mon,%2013%20Mar%202023%2008:25:41%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-3115.css?ver=1678695941	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-31159804.css	(from http://wpdemo.archiwp.com/engitech/home-8/)
11:05:46	11181/11181	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Jan%202021%2009:09:15%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/bird-home8.png	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/2021/01/bird-home8.png	(from http://wpdemo.archiwp.com/engitech/home-8/)
11:05:46	9671/9671	---M--	200	added ('OK')	text/css	date:Mon,%2013%20Mar%202023%2008:21:53%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-3134.css?ver=1678695713	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-3134c44f.css	(from http://wpdemo.archiwp.com/engitech/home-8/)
11:05:49	77313/77313	---M--	200	added ('OK')	text/css	date:Mon,%2013%20Mar%202023%2008:18:46%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-3872.css?ver=1678695526	D:/web/wpdemo.archiwp.com/engitech/wp-content/uploads/sites/4/elementor/css/post-3872a5a2.css	(from http://wpdemo.archiwp.com/engitech/home-9/)
11:05:49	1108/1108	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Apr%202023%2007:24:37%20GMT	http://wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=1681284277	D:/web/wpdemo.archiwp.com/engitech/wp-content/cache/min/4/engitech/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min90f2.css	(from http://wpdemo.archiwp.com/engitech/home-9/)
11:05:52	2397/2397	---MC-	200	added ('OK')	application/json	date:Tue,%2016%20May%202023%2011:05:51%20GMT	http://wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwpdemo.archiwp.com%2Fengitech%2Fhome-9%2F	D:/web/wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed2391.json	(from http://wpdemo.archiwp.com/engitech/home-9/)
11:05:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20May%202023%2011:05:53%20GMT	http://wpdemo.archiwp.com/engitech/?p=3872	D:/web/wpdemo.archiwp.com/engitech/index8608.html	(from http://wpdemo.archiwp.com/engitech/home-9/)
11:05:54	2463/2463	---MC-	200	added ('OK')	text/xml	date:Tue,%2016%20May%202023%2011:05:54%20GMT	http://wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwpdemo.archiwp.com%2Fengitech%2Fhome-9%2F&format=xml	D:/web/wpdemo.archiwp.com/engitech/wp-json/oembed/1.0/embedbad4	(from http://wpdemo.archiwp.com/engitech/home-9/)
